Mixed array																
2.5																
11																
0																
"Type of measurement (0=app. resistivity,1=resistance)"																
1																
4067																
1																
1																
Chargeability																
msec																
"0.1,  1.0"	C1		C2		P1		P2				a	b	m	n		
4	12.5	0	110	0	100	0	102.5	0	0.19601171	24.16394997	6	45	41	42		
4	12.5	0	110	0	102.5	0	105	0	0.4089826	25.7733593	6	45	42	43		
4	12.5	0	110	0	112.5	0	115	0	-1.35968006	19.59597015	6	45	46	47		
4	12.5	0	110	0	115	0	117.5	0	-0.334999	21.74846077	6	45	47	48		
4	12.5	0	110	0	117.5	0	120	0	-0.1695116	37.12646103	6	45	48	49		
4	12.5	0	110	0	120	0	122.5	0	-0.08974863	30.68523026	6	45	49	50		
4	12.5	0	110	0	122.5	0	125	0	-0.09471678	19.81321907	6	45	50	51		
4	12.5	0	110	0	125	0	127.5	0	-0.06466873	0	6	45	51	52		
4	12.5	0	110	0	127.5	0	130	0	-0.05381345	0	6	45	52	53		
4	12.5	0	110	0	130	0	132.5	0	-0.06564818	0	6	45	53	54		
4	12.5	0	110	0	132.5	0	135	0	-0.02975679	0	6	45	54	55		
4	12.5	0	110	0	135	0	137.5	0	-0.03946857	0	6	45	55	56		
4	12.5	0	110	0	147.5	0	150	0	-0.0059337	0	6	45	60	61		
4	12.5	0	110	0	150	0	152.5	0	-0.00305861	0	6	45	61	62		
4	17.5	0	115	0	0	0	2.5	0	-0.01966908	0	8	47	1	2		
4	17.5	0	115	0	2.5	0	5	0	-0.07124432	0	8	47	2	3		
4	17.5	0	115	0	5	0	7.5	0	-0.07975505	0	8	47	3	4		
4	17.5	0	115	0	7.5	0	10	0	-0.09746516	0	8	47	4	5		
4	17.5	0	115	0	10	0	12.5	0	-0.30387661	99	8	47	5	6		
4	17.5	0	115	0	20	0	22.5	0	0.89738017	37.67036057	8	47	9	10		
4	17.5	0	115	0	22.5	0	25	0	0.30935049	46.57851028	8	47	10	11		
4	17.5	0	115	0	25	0	27.5	0	0.18346301	42.88779068	8	47	11	12		
4	17.5	0	115	0	27.5	0	30	0	0.15280209	42.31544876	8	47	12	13		
4	17.5	0	115	0	30	0	32.5	0	0.09551051	0	8	47	13	14		
4	17.5	0	115	0	32.5	0	35	0	0.02949931	0	8	47	14	15		
4	17.5	0	115	0	35	0	37.5	0	0.1097506	14.48999977	8	47	15	16		
4	17.5	0	115	0	37.5	0	40	0	0.123396	65.11972809	8	47	16	17		
4	17.5	0	115	0	40	0	42.5	0	0.2679809	36.89432907	8	47	17	18		
4	17.5	0	115	0	45	0	47.5	0	0.09127586	0	8	47	19	20		
4	17.5	0	115	0	47.5	0	50	0	0.03219699	0	8	47	20	21		
4	17.5	0	115	0	50	0	52.5	0	0.13598441	78.27243805	8	47	21	22		
4	17.5	0	115	0	57.5	0	60	0	0.04609272	0	8	47	24	25		
4	17.5	0	115	0	67.5	0	70	0	0.03605106	0	8	47	28	29		
4	17.5	0	115	0	70	0	72.5	0	0.0750052	0	8	47	29	30		
4	17.5	0	115	0	75	0	77.5	0	0.32210541	46.68270111	8	47	31	32		
4	17.5	0	115	0	77.5	0	80	0	0.07574736	0	8	47	32	33		
4	17.5	0	115	0	100	0	102.5	0	0.08153883	0	8	47	41	42		
4	17.5	0	115	0	102.5	0	105	0	0.15336999	50.44266129	8	47	42	43		
4	17.5	0	115	0	105	0	107.5	0	0.18373141	67.08914185	8	47	43	44		
4	17.5	0	115	0	107.5	0	110	0	0.40122959	61.72050095	8	47	44	45		
4	17.5	0	115	0	117.5	0	120	0	-0.87390018	65.04297638	8	47	48	49		
4	17.5	0	115	0	120	0	122.5	0	-0.29258361	58.29983902	8	47	49	50		
4	17.5	0	115	0	122.5	0	125	0	-0.1299659	66.23940277	8	47	50	51		
4	17.5	0	115	0	125	0	127.5	0	-0.1292816	52.8027916	8	47	51	52		
4	17.5	0	115	0	127.5	0	130	0	-0.1588611	78.80207062	8	47	52	53		
4	17.5	0	115	0	130	0	132.5	0	-0.05847047	0	8	47	53	54		
4	17.5	0	115	0	132.5	0	135	0	-0.05076145	0	8	47	54	55		
4	17.5	0	115	0	135	0	137.5	0	-0.07470574	0	8	47	55	56		
4	17.5	0	115	0	147.5	0	150	0	-0.03982661	0	8	47	60	61		
4	17.5	0	115	0	150	0	152.5	0	-0.02929392	0	8	47	61	62		
4	20	0	117.5	0	0	0	2.5	0	-0.01807013	0	9	48	1	2		
4	20	0	117.5	0	2.5	0	5	0	-0.05933202	0	9	48	2	3		
4	20	0	117.5	0	5	0	7.5	0	-0.05802616	0	9	48	3	4		
4	20	0	117.5	0	7.5	0	10	0	-0.08268338	0	9	48	4	5		
4	20	0	117.5	0	10	0	12.5	0	-0.1822907	99	9	48	5	6		
4	20	0	117.5	0	12.5	0	15	0	-0.30832341	36.82646942	9	48	6	7		
4	20	0	117.5	0	22.5	0	25	0	0.73994941	28.33173943	9	48	10	11		
4	20	0	117.5	0	25	0	27.5	0	0.30963609	28.72425079	9	48	11	12		
4	20	0	117.5	0	27.5	0	30	0	0.2135611	28.85876083	9	48	12	13		
4	20	0	117.5	0	30	0	32.5	0	0.131025	29.09892082	9	48	13	14		
4	20	0	117.5	0	32.5	0	35	0	0.0521546	0	9	48	14	15		
4	20	0	117.5	0	35	0	37.5	0	0.1237045	11.41448021	9	48	15	16		
4	20	0	117.5	0	37.5	0	40	0	0.34406871	38.49958038	9	48	16	17		
4	20	0	117.5	0	40	0	42.5	0	0.1171187	16.39138985	9	48	17	18		
4	20	0	117.5	0	45	0	47.5	0	0.08312096	0	9	48	19	20		
4	20	0	117.5	0	47.5	0	50	0	0.02450311	0	9	48	20	21		
4	20	0	117.5	0	50	0	52.5	0	0.03024326	0	9	48	21	22		
4	20	0	117.5	0	57.5	0	60	0	0.1515775	27.73192024	9	48	24	25		
4	20	0	117.5	0	65	0	67.5	0	0.06450867	0	9	48	27	28		
4	20	0	117.5	0	67.5	0	70	0	0.02220307	0	9	48	28	29		
4	20	0	117.5	0	75	0	77.5	0	0.00202966	0	9	48	31	32		
4	20	0	117.5	0	77.5	0	80	0	0.18138111	28.76917076	9	48	32	33		
4	20	0	117.5	0	100	0	102.5	0	0.06176692	0	9	48	41	42		
4	20	0	117.5	0	102.5	0	105	0	0.1095492	33.8590889	9	48	42	43		
4	20	0	117.5	0	105	0	107.5	0	0.1102619	48.69935989	9	48	43	44		
4	20	0	117.5	0	107.5	0	110	0	0.208156	40.87279892	9	48	44	45		
4	20	0	117.5	0	110	0	112.5	0	0.26152161	50.42340088	9	48	45	46		
4	20	0	117.5	0	120	0	122.5	0	-0.76711649	46.9205513	9	48	49	50		
4	20	0	117.5	0	122.5	0	125	0	-0.24488799	45.8586998	9	48	50	51		
4	20	0	117.5	0	125	0	127.5	0	-0.1926419	39.39199066	9	48	51	52		
4	20	0	117.5	0	127.5	0	130	0	-0.1693483	56.92588043	9	48	52	53		
4	20	0	117.5	0	130	0	132.5	0	-0.1245205	167.0269013	9	48	53	54		
4	20	0	117.5	0	132.5	0	135	0	-0.06567142	0	9	48	54	55		
4	20	0	117.5	0	135	0	137.5	0	-0.09140059	47.08414078	9	48	55	56		
4	20	0	117.5	0	147.5	0	150	0	-0.04044107	0	9	48	60	61		
4	20	0	117.5	0	150	0	152.5	0	-0.03141977	0	9	48	61	62		
4	25	0	122.5	0	0	0	2.5	0	-0.01761926	0	11	50	1	2		
4	25	0	122.5	0	2.5	0	5	0	-0.0194878	0	11	50	2	3		
4	25	0	122.5	0	5	0	7.5	0	-0.04544086	0	11	50	3	4		
4	25	0	122.5	0	7.5	0	10	0	-0.0572798	0	11	50	4	5		
4	25	0	122.5	0	10	0	12.5	0	-0.04025272	0	11	50	5	6		
4	25	0	122.5	0	12.5	0	15	0	-0.1397593	36.55873871	11	50	6	7		
4	25	0	122.5	0	15	0	17.5	0	-0.1944191	39.06412888	11	50	7	8		
4	25	0	122.5	0	17.5	0	20	0	-0.27336141	49.26398087	11	50	8	9		
4	25	0	122.5	0	30	0	32.5	0	0.33659121	45.68132019	11	50	13	14		
4	25	0	122.5	0	32.5	0	35	0	0.21402641	38.9782486	11	50	14	15		
4	25	0	122.5	0	35	0	37.5	0	0.1145229	58.99108124	11	50	15	16		
4	25	0	122.5	0	62.5	0	65	0	0.49779999	32.5067215	11	50	26	27		
4	25	0	122.5	0	70	0	72.5	0	0.1425807	33.23598862	11	50	29	30		
4	25	0	122.5	0	80	0	82.5	0	0.0451007	0	11	50	33	34		
4	25	0	122.5	0	100	0	102.5	0	0.0394031	0	11	50	41	42		
4	25	0	122.5	0	102.5	0	105	0	0.04743231	0	11	50	42	43		
4	25	0	122.5	0	105	0	107.5	0	0.08751263	0	11	50	43	44		
4	25	0	122.5	0	107.5	0	110	0	0.0738098	0	11	50	44	45		
4	25	0	122.5	0	110	0	112.5	0	0.1689581	23.29450035	11	50	45	46		
4	25	0	122.5	0	112.5	0	115	0	0.1722924	36.18508911	11	50	46	47		
4	25	0	122.5	0	115	0	117.5	0	0.31167799	30.55187035	11	50	47	48		
4	25	0	122.5	0	125	0	127.5	0	-0.72803319	21.7444706	11	50	51	52		
4	25	0	122.5	0	127.5	0	130	0	-0.37284869	15.20129013	11	50	52	53		
4	25	0	122.5	0	130	0	132.5	0	-0.2120357	166.3735046	11	50	53	54		
4	25	0	122.5	0	132.5	0	135	0	-0.1469872	99	11	50	54	55		
4	25	0	122.5	0	135	0	137.5	0	-0.1304248	18.89963913	11	50	55	56		
4	25	0	122.5	0	147.5	0	150	0	-0.01637847	0	11	50	60	61		
4	25	0	122.5	0	150	0	152.5	0	-0.01792463	0	11	50	61	62		
4	32.5	0	130	0	0	0	2.5	0	-0.00389808	0	14	53	1	2		
4	32.5	0	130	0	2.5	0	5	0	-0.03150868	0	14	53	2	3		
4	32.5	0	130	0	5	0	7.5	0	-0.01760413	0	14	53	3	4		
4	32.5	0	130	0	7.5	0	10	0	-0.0037966	0	14	53	4	5		
4	32.5	0	130	0	10	0	12.5	0	-0.07928889	0	14	53	5	6		
4	32.5	0	130	0	12.5	0	15	0	-0.01476624	0	14	53	6	7		
4	32.5	0	130	0	15	0	17.5	0	-0.0699278	0	14	53	7	8		
4	32.5	0	130	0	17.5	0	20	0	-0.09172554	0	14	53	8	9		
4	32.5	0	130	0	20	0	22.5	0	-0.09726511	0	14	53	9	10		
4	32.5	0	130	0	22.5	0	25	0	-0.19396409	41.68833923	14	53	10	11		
4	32.5	0	130	0	25	0	27.5	0	-0.2375925	52.76327133	14	53	11	12		
4	32.5	0	130	0	35	0	37.5	0	0.93594122	39.40642166	14	53	15	16		
4	32.5	0	130	0	37.5	0	40	0	0.74806768	50.7585907	14	53	16	17		
4	32.5	0	130	0	40	0	42.5	0	0.28584179	42.7304306	14	53	17	18		
4	32.5	0	130	0	45	0	47.5	0	0.03955854	0	14	53	19	20		
4	32.5	0	130	0	52.5	0	55	0	0.01558788	0	14	53	22	23		
4	32.5	0	130	0	57.5	0	60	0	0.06182185	0	14	53	24	25		
4	32.5	0	130	0	60	0	62.5	0	0.07782099	0	14	53	25	26		
4	32.5	0	130	0	62.5	0	65	0	0.1501389	59.09037018	14	53	26	27		
4	32.5	0	130	0	70	0	72.5	0	0.04746598	0	14	53	29	30		
4	32.5	0	130	0	72.5	0	75	0	0.0060897	0	14	53	30	31		
4	32.5	0	130	0	100	0	102.5	0	0.03029181	0	14	53	41	42		
4	32.5	0	130	0	102.5	0	105	0	0.05945487	0	14	53	42	43		
4	32.5	0	130	0	105	0	107.5	0	0.02388788	0	14	53	43	44		
4	32.5	0	130	0	107.5	0	110	0	0.07339682	0	14	53	44	45		
4	32.5	0	130	0	110	0	112.5	0	0.01850409	0	14	53	45	46		
4	32.5	0	130	0	112.5	0	115	0	0.1106623	0	14	53	46	47		
4	32.5	0	130	0	115	0	117.5	0	0.06706766	0	14	53	47	48		
4	32.5	0	130	0	117.5	0	120	0	0.12505551	81.04595184	14	53	48	49		
4	32.5	0	130	0	120	0	122.5	0	0.16907211	72.00688934	14	53	49	50		
4	32.5	0	130	0	122.5	0	125	0	0.3597683	68.83415985	14	53	50	51		
4	32.5	0	130	0	135	0	137.5	0	-0.99043769	73.53095245	14	53	55	56		
4	32.5	0	130	0	147.5	0	150	0	-0.07454959	0	14	53	60	61		
4	32.5	0	130	0	150	0	152.5	0	-0.05767007	0	14	53	61	62		
4	52.5	0	150	0	2.5	0	5	0	-0.0306492	0	22	61	2	3		
4	52.5	0	150	0	10	0	12.5	0	-0.09069698	0	22	61	5	6		
4	52.5	0	150	0	15	0	17.5	0	-0.02223112	0	22	61	7	8		
4	52.5	0	150	0	17.5	0	20	0	-0.04410186	0	22	61	8	9		
4	52.5	0	150	0	22.5	0	25	0	-0.0712314	0	22	61	10	11		
4	52.5	0	150	0	25	0	27.5	0	-0.00499319	0	22	61	11	12		
4	52.5	0	150	0	30	0	32.5	0	-0.03282213	0	22	61	13	14		
4	52.5	0	150	0	32.5	0	35	0	-0.12804919	0	22	61	14	15		
4	52.5	0	150	0	60	0	62.5	0	0.13485619	0	22	61	25	26		
4	52.5	0	150	0	62.5	0	65	0	0.0575772	0	22	61	26	27		
4	52.5	0	150	0	75	0	77.5	0	0.48860681	99	22	61	31	32		
4	52.5	0	150	0	77.5	0	80	0	0.27092171	34.72420883	22	61	32	33		
4	52.5	0	150	0	100	0	102.5	0	0.02014228	0	22	61	41	42		
4	52.5	0	150	0	102.5	0	105	0	0.05772269	0	22	61	42	43		
4	52.5	0	150	0	107.5	0	110	0	0.06274391	0	22	61	44	45		
4	52.5	0	150	0	112.5	0	115	0	0.08224419	0	22	61	46	47		
4	52.5	0	150	0	117.5	0	120	0	0.0391367	0	22	61	48	49		
4	52.5	0	150	0	120	0	122.5	0	0.00443394	0	22	61	49	50		
4	52.5	0	150	0	122.5	0	125	0	0.0590454	0	22	61	50	51		
4	52.5	0	150	0	125	0	127.5	0	0.02504604	0	22	61	51	52		
4	52.5	0	150	0	127.5	0	130	0	0.04959423	0	22	61	52	53		
4	52.5	0	150	0	130	0	132.5	0	0.08919675	0	22	61	53	54		
4	52.5	0	150	0	132.5	0	135	0	0.1192427	0	22	61	54	55		
4	52.5	0	150	0	135	0	137.5	0	0.2379754	49.30945969	22	61	55	56		
4	60	0	157.5	0	2.5	0	5	0	-0.02823523	0	25	64	2	3		
4	60	0	157.5	0	5	0	7.5	0	-0.0523655	0	25	64	3	4		
4	60	0	157.5	0	10	0	12.5	0	-0.14012539	0	25	64	5	6		
4	60	0	157.5	0	17.5	0	20	0	-0.09297141	0	25	64	8	9		
4	60	0	157.5	0	22.5	0	25	0	-0.06530239	0	25	64	10	11		
4	60	0	157.5	0	30	0	32.5	0	-0.01635044	0	25	64	13	14		
4	60	0	157.5	0	32.5	0	35	0	-0.1073973	0	25	64	14	15		
4	60	0	157.5	0	62.5	0	65	0	0.1986579	36.66027069	25	64	26	27		
4	60	0	157.5	0	65	0	67.5	0	0.39103451	41.30712891	25	64	27	28		
4	60	0	157.5	0	70	0	72.5	0	0.1917382	46.6297493	25	64	29	30		
4	60	0	157.5	0	72.5	0	75	0	0.03988728	0	25	64	30	31		
4	60	0	157.5	0	100	0	102.5	0	0.0239193	0	25	64	41	42		
4	60	0	157.5	0	102.5	0	105	0	0.0618031	0	25	64	42	43		
4	60	0	157.5	0	107.5	0	110	0	0.06395358	0	25	64	44	45		
4	60	0	157.5	0	112.5	0	115	0	0.08287914	0	25	64	46	47		
4	60	0	157.5	0	122.5	0	125	0	0.1121583	0	25	64	50	51		
4	60	0	157.5	0	125	0	127.5	0	0.01287292	0	25	64	51	52		
4	60	0	157.5	0	130	0	132.5	0	0.09311433	0	25	64	53	54		
4	60	0	157.5	0	132.5	0	135	0	0.063778	0	25	64	54	55		
4	60	0	157.5	0	135	0	137.5	0	0.02952007	0	25	64	55	56		
4	60	0	157.5	0	147.5	0	150	0	0.39644739	65.97551727	25	64	60	61		
4	0	0	112.5	0	2.5	0	5	0	0.8762762	33.36112976	1	46	2	3		
4	0	0	112.5	0	5	0	7.5	0	0.3232646	35.60877991	1	46	3	4		
4	0	0	112.5	0	7.5	0	10	0	0.2172363	99	1	46	4	5		
4	0	0	112.5	0	10	0	12.5	0	0.02973647	0	1	46	5	6		
4	0	0	112.5	0	12.5	0	15	0	0.1253151	23.81032944	1	46	6	7		
4	0	0	112.5	0	15	0	17.5	0	0.07448707	0	1	46	7	8		
4	0	0	112.5	0	17.5	0	20	0	0.04002251	0	1	46	8	9		
4	0	0	112.5	0	20	0	22.5	0	0.07698158	0	1	46	9	10		
4	0	0	112.5	0	22.5	0	25	0	0.01196526	0	1	46	10	11		
4	0	0	112.5	0	25	0	27.5	0	0.04300005	0	1	46	11	12		
4	0	0	112.5	0	27.5	0	30	0	0.06409243	0	1	46	12	13		
4	0	0	112.5	0	30	0	32.5	0	0.03551488	0	1	46	13	14		
4	0	0	112.5	0	35	0	37.5	0	0.07889178	0	1	46	15	16		
4	0	0	112.5	0	37.5	0	40	0	0.33828929	46.4636116	1	46	16	17		
4	0	0	112.5	0	40	0	42.5	0	0.1524687	24.23192024	1	46	17	18		
4	0	0	112.5	0	45	0	47.5	0	0.1807051	80.50390625	1	46	19	20		
4	0	0	112.5	0	47.5	0	50	0	0.06330711	0	1	46	20	21		
4	0	0	112.5	0	55	0	57.5	0	0.1061508	9.58268547	1	46	23	24		
4	0	0	112.5	0	67.5	0	70	0	0.09245522	0	1	46	28	29		
4	0	0	112.5	0	72.5	0	75	0	0.1011779	0	1	46	30	31		
4	0	0	112.5	0	75	0	77.5	0	0.05959776	0	1	46	31	32		
4	0	0	112.5	0	100	0	102.5	0	0.1235475	48.32281113	1	46	41	42		
4	0	0	112.5	0	102.5	0	105	0	0.249883	44.63766098	1	46	42	43		
4	0	0	112.5	0	105	0	107.5	0	0.42052981	53.68344879	1	46	43	44		
4	0	0	112.5	0	107.5	0	110	0	1.23737001	59.09560013	1	46	44	45		
4	0	0	112.5	0	115	0	117.5	0	-1.01366198	56.33555984	1	46	47	48		
4	0	0	112.5	0	117.5	0	120	0	-0.27831301	41.6917305	1	46	48	49		
4	0	0	112.5	0	120	0	122.5	0	-0.1596881	43.69609833	1	46	49	50		
4	0	0	112.5	0	122.5	0	125	0	-0.0746297	0	1	46	50	51		
4	0	0	112.5	0	125	0	127.5	0	-0.09306385	0	1	46	51	52		
4	0	0	112.5	0	127.5	0	130	0	-0.09077924	0	1	46	52	53		
4	0	0	112.5	0	130	0	132.5	0	-0.07559169	0	1	46	53	54		
4	0	0	112.5	0	132.5	0	135	0	-0.04266372	0	1	46	54	55		
4	0	0	112.5	0	135	0	137.5	0	-0.06614526	0	1	46	55	56		
4	0	0	112.5	0	147.5	0	150	0	-0.05082885	0	1	46	60	61		
4	0	0	112.5	0	150	0	152.5	0	-0.03071872	0	1	46	61	62		
4	7.5	0	120	0	0	0	2.5	0	-0.17553011	52.76910019	4	49	1	2		
4	7.5	0	120	0	10	0	12.5	0	0.4628478	147.6298981	4	49	5	6		
4	7.5	0	120	0	12.5	0	15	0	0.1985819	47.78208923	4	49	6	7		
4	7.5	0	120	0	15	0	17.5	0	0.15550441	0	4	49	7	8		
4	7.5	0	120	0	17.5	0	20	0	0.1213929	0	4	49	8	9		
4	7.5	0	120	0	20	0	22.5	0	0.05424665	0	4	49	9	10		
4	7.5	0	120	0	22.5	0	25	0	0.1024035	0	4	49	10	11		
4	7.5	0	120	0	25	0	27.5	0	0.03147873	0	4	49	11	12		
4	7.5	0	120	0	27.5	0	30	0	0.00558195	0	4	49	12	13		
4	7.5	0	120	0	30	0	32.5	0	0.04155932	0	4	49	13	14		
4	7.5	0	120	0	32.5	0	35	0	0.08739723	0	4	49	14	15		
4	7.5	0	120	0	37.5	0	40	0	0.27193761	1.04830694	4	49	16	17		
4	7.5	0	120	0	42.5	0	45	0	0.06582461	0	4	49	18	19		
4	7.5	0	120	0	45	0	47.5	0	0.93616802	39.92918015	4	49	19	20		
4	7.5	0	120	0	52.5	0	55	0	0.40323791	22.75513077	4	49	22	23		
4	7.5	0	120	0	60	0	62.5	0	1.157323	30.30154037	4	49	25	26		
4	7.5	0	120	0	62.5	0	65	0	0.03489795	0	4	49	26	27		
4	7.5	0	120	0	70	0	72.5	0	0.24375311	25.41053963	4	49	29	30		
4	7.5	0	120	0	80	0	82.5	0	0.07191958	0	4	49	33	34		
4	7.5	0	120	0	100	0	102.5	0	0.04093303	0	4	49	41	42		
4	7.5	0	120	0	102.5	0	105	0	0.03872472	0	4	49	42	43		
4	7.5	0	120	0	105	0	107.5	0	0.121704	0	4	49	43	44		
4	7.5	0	120	0	107.5	0	110	0	0.07550807	0	4	49	44	45		
4	7.5	0	120	0	110	0	112.5	0	0.22914401	32.06420898	4	49	45	46		
4	7.5	0	120	0	112.5	0	115	0	0.25200301	43.45869827	4	49	46	47		
4	7.5	0	120	0	122.5	0	125	0	-0.68285382	25.9005909	4	49	50	51		
4	7.5	0	120	0	125	0	127.5	0	-0.29989949	29.9786396	4	49	51	52		
4	7.5	0	120	0	127.5	0	130	0	-0.216484	0.3670111	4	49	52	53		
4	7.5	0	120	0	130	0	132.5	0	-0.03363105	0	4	49	53	54		
4	7.5	0	120	0	132.5	0	135	0	-0.21416371	99	4	49	54	55		
4	7.5	0	120	0	135	0	137.5	0	-0.09480728	0	4	49	55	56		
4	7.5	0	120	0	147.5	0	150	0	-0.00501295	0	4	49	60	61		
4	7.5	0	120	0	150	0	152.5	0	-0.00521607	0	4	49	61	62		
4	10	0	122.5	0	0	0	2.5	0	-0.08789019	23.04031944	5	50	1	2		
4	10	0	122.5	0	2.5	0	5	0	-0.2150806	18.47904968	5	50	2	3		
4	10	0	122.5	0	12.5	0	15	0	0.76588333	16.78399086	5	50	6	7		
4	10	0	122.5	0	15	0	17.5	0	0.28416309	17.71822929	5	50	7	8		
4	10	0	122.5	0	17.5	0	20	0	0.1447271	16.94240952	5	50	8	9		
4	10	0	122.5	0	20	0	22.5	0	0.13695639	19.88125992	5	50	9	10		
4	10	0	122.5	0	22.5	0	25	0	0.05963504	0	5	50	10	11		
4	10	0	122.5	0	25	0	27.5	0	0.06304812	0	5	50	11	12		
4	10	0	122.5	0	27.5	0	30	0	0.07257201	19.32390022	5	50	12	13		
4	10	0	122.5	0	30	0	32.5	0	0.04842722	0	5	50	13	14		
4	10	0	122.5	0	32.5	0	35	0	0.00970273	0	5	50	14	15		
4	10	0	122.5	0	35	0	37.5	0	0.07267348	3.69675493	5	50	15	16		
4	10	0	122.5	0	37.5	0	40	0	0.1316966	28.93343925	5	50	16	17		
4	10	0	122.5	0	40	0	42.5	0	0.1210897	12.28337002	5	50	17	18		
4	10	0	122.5	0	47.5	0	50	0	0.06557855	3.70142198	5	50	20	21		
4	10	0	122.5	0	52.5	0	55	0	0.05092398	0	5	50	22	23		
4	10	0	122.5	0	57.5	0	60	0	0.1138159	20.44395065	5	50	24	25		
4	10	0	122.5	0	62.5	0	65	0	0.02340731	0	5	50	26	27		
4	10	0	122.5	0	70	0	72.5	0	0.00738078	0	5	50	29	30		
4	10	0	122.5	0	72.5	0	75	0	0.05305603	0	5	50	30	31		
4	10	0	122.5	0	77.5	0	80	0	0.1746209	21.37421036	5	50	32	33		
4	10	0	122.5	0	100	0	102.5	0	0.04323324	0	5	50	41	42		
4	10	0	122.5	0	102.5	0	105	0	0.07463875	21.89273071	5	50	42	43		
4	10	0	122.5	0	105	0	107.5	0	0.06350126	34.33324814	5	50	43	44		
4	10	0	122.5	0	107.5	0	110	0	0.1163468	26.89930916	5	50	44	45		
4	10	0	122.5	0	110	0	112.5	0	0.09073108	44.35541916	5	50	45	46		
4	10	0	122.5	0	112.5	0	115	0	0.2237213	27.95546913	5	50	46	47		
4	10	0	122.5	0	115	0	117.5	0	0.29842839	34.42784882	5	50	47	48		
4	10	0	122.5	0	125	0	127.5	0	-0.72847712	38.2184906	5	50	51	52		
4	10	0	122.5	0	127.5	0	130	0	-0.3779642	36.24190903	5	50	52	53		
4	10	0	122.5	0	130	0	132.5	0	-0.2329167	20.64505005	5	50	53	54		
4	10	0	122.5	0	132.5	0	135	0	-0.12809619	99	5	50	54	55		
4	10	0	122.5	0	135	0	137.5	0	-0.1401505	29.40953064	5	50	55	56		
4	10	0	122.5	0	147.5	0	150	0	-0.04164023	0	5	50	60	61		
4	10	0	122.5	0	150	0	152.5	0	-0.03366264	0	5	50	61	62		
4	17.5	0	130	0	0	0	2.5	0	-0.03117887	0	8	53	1	2		
4	17.5	0	130	0	2.5	0	5	0	-0.07590635	0	8	53	2	3		
4	17.5	0	130	0	5	0	7.5	0	-0.07678527	0	8	53	3	4		
4	17.5	0	130	0	7.5	0	10	0	-0.1319488	121.4945984	8	53	4	5		
4	17.5	0	130	0	10	0	12.5	0	-0.2696538	99	8	53	5	6		
4	17.5	0	130	0	20	0	22.5	0	0.89753652	38.51176834	8	53	9	10		
4	17.5	0	130	0	22.5	0	25	0	0.3098489	48.00711823	8	53	10	11		
4	17.5	0	130	0	25	0	27.5	0	0.1832239	43.73981094	8	53	11	12		
4	17.5	0	130	0	27.5	0	30	0	0.15337899	42.3417511	8	53	12	13		
4	17.5	0	130	0	30	0	32.5	0	0.09539673	0	8	53	13	14		
4	17.5	0	130	0	32.5	0	35	0	0.02799	0	8	53	14	15		
4	17.5	0	130	0	35	0	37.5	0	0.1079425	0	8	53	15	16		
4	17.5	0	130	0	37.5	0	40	0	0.2281654	59.61524963	8	53	16	17		
4	17.5	0	130	0	45	0	47.5	0	0.07205699	0	8	53	19	20		
4	17.5	0	130	0	47.5	0	50	0	0.1975977	39.14496994	8	53	20	21		
4	17.5	0	130	0	65	0	67.5	0	0.03136696	0	8	53	27	28		
4	17.5	0	130	0	70	0	72.5	0	0.09034254	0	8	53	29	30		
4	17.5	0	130	0	72.5	0	75	0	0.0627348	0	8	53	30	31		
4	17.5	0	130	0	75	0	77.5	0	0.1157955	45.9028511	8	53	31	32		
4	17.5	0	130	0	77.5	0	80	0	0.07831253	0	8	53	32	33		
4	17.5	0	130	0	100	0	102.5	0	0.02978509	0	8	53	41	42		
4	17.5	0	130	0	102.5	0	105	0	0.05844164	0	8	53	42	43		
4	17.5	0	130	0	105	0	107.5	0	0.02412157	0	8	53	43	44		
4	17.5	0	130	0	107.5	0	110	0	0.07485928	0	8	53	44	45		
4	17.5	0	130	0	110	0	112.5	0	0.00707464	0	8	53	45	46		
4	17.5	0	130	0	112.5	0	115	0	0.1110689	38.44887924	8	53	46	47		
4	17.5	0	130	0	115	0	117.5	0	0.06645067	0	8	53	47	48		
4	17.5	0	130	0	117.5	0	120	0	0.1263814	79.69259644	8	53	48	49		
4	17.5	0	130	0	120	0	122.5	0	0.1698738	67.39196777	8	53	49	50		
4	17.5	0	130	0	122.5	0	125	0	0.3597692	63.2335701	8	53	50	51		
4	17.5	0	130	0	132.5	0	135	0	-1.95351899	99	8	53	54	55		
4	17.5	0	130	0	135	0	137.5	0	-1.001912	67.51360321	8	53	55	56		
4	17.5	0	130	0	147.5	0	150	0	-0.07751336	0	8	53	60	61		
4	17.5	0	130	0	150	0	152.5	0	-0.0601388	0	8	53	61	62		
4	20	0	132.5	0	0	0	2.5	0	-0.02644717	0	9	54	1	2		
4	20	0	132.5	0	2.5	0	5	0	-0.05715364	0	9	54	2	3		
4	20	0	132.5	0	5	0	7.5	0	-0.05735165	0	9	54	3	4		
4	20	0	132.5	0	7.5	0	10	0	-0.09101516	118.7173996	9	54	4	5		
4	20	0	132.5	0	10	0	12.5	0	-0.1680021	99	9	54	5	6		
4	20	0	132.5	0	12.5	0	15	0	-0.31401041	45.05479813	9	54	6	7		
4	20	0	132.5	0	22.5	0	25	0	0.74154121	35.07587051	9	54	10	11		
